ID,Name,Country,Type_of_Content,Average_Views,Revenue,Primary_Game
ipztqelm3aj76bjjqr1pfxtcxknf7onv,Sarah Trevino,United States,Blogger,1256,0.3,Salt and Sanctuary
2206ifr5atwvlz5ir6rp8apahmtvdynp,Tanaka Kaori,Japan,Long Form,6999416,1427.34,Back 4 Blood: Standard Edition
pe6wtlrj4bdfhj4d0jmu3momyvuxt9kl,Prof. Nermin Förster,Germany,LiveStreamer,183810,58.73,RUINER
aosbfgfbtopqrbew2tly1qgouraird9i,Lisa Jones,United States,Long Form,124191,41.71,"3 out of 10, EP 1: Welcome To Shovelworks"
2pw5uesdrbta3k3om5fktiswlwt6u79x,Laurens Werdes,Netherlands,Blogger,3115,0.34,Severed Steel
077gy3fy4g207yi5zhcn8ifq12pqqxsj,Samantha White,Australia,LiveStreamer,2741,1.03,Slipways
5svlbpddv003kgylenqwf3nwv6xkjtav,Douglas Hodge,United States,LiveStreamer,582391,155.02,Assassins Creed Odyssey Standard Edition
c19yq5qhs5cd3bmyu8tn8fqmj22oigky,Jennifer James,United States,Long Form,27156,12.07,Tom Clancy's The Division
pj27fzxtgys2tlxmzdce3ezf8wfgcmrt,Marilyn Carter,United Kingdom,LiveStreamer,48916,12.26,Train Life: A Railway Simulator
aztkszp7g7siwjm2c8qizk3c9xbonrwz,Janet Howe,United Kingdom,Blogger,6418,1.45,Sherlock Holmes: Crimes and Punishments
4cazdyo04lyyexbvrt175stuvik6cnf7,Han Dong-hyun,South Korea,Long Form,12215,2.28,Overcooked! 2
u2g3rxokpi1tsqacbslyfay0xa0rk8cj,Michael Brennan,United States,Blogger,772495,116.16,Inertial Drift
szb6uuzi1krabbtpqhlzflfxc1ofj2kw,Traci Craig,United States,Blogger,7448988,1249.89,GNOG
adsom4gkehjokff6o9u81mchikj7p00i,Mr Craig Hilton,United Kingdom,Long Form,990420,424.16,SUPERHOT
lb2vixq7mwe9ifp9gi67flugc8nkm9lf,Suzuki Yuki,Japan,Short Form,458599,110.81,Comanche
36bcja88081cewnjges7vnzarnnh6itp,Lívia Nascimento,Brazil,Blogger,21119,1.24,Battle Chasers: Nightwar
zhdv5ojzto7d835kuc9pbtyjr39iixha,Kenneth Andrews,United States,Long Form,113880,47.27,Opera GX - The First Browser for Gamers
cdb170q7ss2ngo4xmga0z8k3hlsgmwrv,Anatoli Kranz,Germany,Short Form,693206,135.38,Stick It To The Man!
r1up3czsaz46abqz21pn3oag4g9o6qvj,Pamela Good,United States,LiveStreamer,67907,44.24,STAR WARS™ Battlefront™ Ultimate Edition
9609q1ozeyly6593zrg46ql6crgdqap7,Brandon Sanchez,Australia,Blogger,209356,44.06,The Walking Dead: Season One
61k1um1g9a8q7ua7c8iko1j4q3ov3l7a,Hillevi Karlsson,Sweden,Short Form,7683,0.6,Trials Fusion: Standard Edition
6x8ph0ehdvgvhgikrxb2bb1pmnonzpsc,Lee Min-jun,South Korea,LiveStreamer,201726,90.63,SOMA
vzt099j4ypvjlglxb5jk6rgrpijdi13d,Dott. Giovanna Vespa,Italy,Long Form,175092,40.52,SUPERHOT: Mind Control Delete
kpgsle3bfzn3oi6gmdxixzmft9imu4q8,Gerlinde Gotthard,Germany,LiveStreamer,7279150,3088.05,No Longer Home
c3s0dpjhsg04ajmmuzuqed0gv812hnc0,Duncan Taylor,United Kingdom,LiveStreamer,114680,62.9,At Eve's Wake
5tyhhmbsvodb5qphb36p5zx7mnzut43m,Han Ye-jin,South Korea,LiveStreamer,77997,21.4,Oddworld: New 'n' Tasty
nzy6zm7xkr3gofs6wxqi3v4o8wio26yx,Michèle Bonneau,France,Long Form,16014,3.13,Sunblaze
h252oi3bfeftc9ogphimzhsjqixfhgmx,Amol Deol,India,LiveStreamer,89244,22.77,KINGDOM HEARTS Melody of Memory
ds39zbyauuuff1f7wyalngl8tvfio1kx,Jeffrey Green,United States,Blogger,83784,10.33,OMNO
iadcymhui99llca3ugs2btwi07o8w9h6,Danique van Geest,Netherlands,Long Form,63218,6.57,Anno 1404 History Edition
zl30s22yv1v2o4p5r2hv5x2n67qo7iao,Jaylinn Coret-Coredo,Netherlands,Short Form,965224,189.3,Halcyon 6 Starbase Commander
wgdtf2hgs3sq9iqd3tccv909b752b620,Capucine Klein,France,LiveStreamer,69648,27.23,Doki Doki Literature Club Plus!
39fdjkjws3r4edfucq07bcegde8wa2j0,Felicia Mena Salinas,Spain,LiveStreamer,140218,41.35,Whispers of a Machine
87yohqlylewfvbfejrk2lbimnz9b9boq,Benicio Teixeira,Brazil,Short Form,69306,10.6,City of Brass
wjc80r3stea8ssn4rwby3nstmdq7g8ey,Nicole Hermann-Pruschke,Germany,Blogger,5541984,750.75,Tinytopia
ltrh9vgky5cgaghft9zzcgl9fwvvskp3,Miguel Novais,Brazil,Short Form,49198,3.48,The World Next Door
v376469crk3ijfqcd1d364ea2pciem1o,Anna Andersson,Sweden,Long Form,8695960,4105.69,Jotun: Valhalla Edition
e7iizd08n5n48hehwqeeu1jjjtt7r0c8,Cho Seo-yeon,South Korea,Blogger,96782,8.17,Raji: An Ancient Epic
ba9mhrm5pvcldqc2h9bgugxj0cscglhd,Olivia Ritter,Germany,Long Form,203573,68.64,Crysis Remastered
7zo1k9a96dfkcdvls7s5liuhpi7b74l9,Woldemar Hamann-Jäntsch,Germany,Blogger,43740,4.18,Tales of the Neon Sea
7r6fwkbz8a06y5miha8zplcl4j7rb6x3,Darika Rao,India,Blogger,138586,14.8,Panzer Corps 2
catjqb4d2idc3j0bhqhmo2695cfh5iqu,Ingrid Pettersson,Sweden,LiveStreamer,16911,5.16,Truck Driver
y8x4yfgilm0wh8zafu677kc6s83v9zs4,Ati Kar,India,LiveStreamer,4564,0.47,Yooka-Laylee and the Impossible Lair
9srorn0dzwtec2b7920fyv8mhx3krzph,Fernando Brito,Brazil,LiveStreamer,7657477,1334.12,Battlefield™ 2042
gjk0cfx087i6qewoqwwvfdxxx05zf2id,Lupe Mir Calvo,Spain,Blogger,156995,14.52,Doki Doki Literature Club Plus!
ur7l0hsb41ucdjuoy0mvjek59laolbfb,Christopher Mayer,United States,Long Form,9956547,2962.7,Sheltered
s9nan7t6lwwb48m226q9f57tg694b2si,Kobayashi Yumi,Japan,Short Form,176040,33.84,Timelie - Game of the Year Edition
bb3hdvvp0yfwolpmr1rw7xgoab0m0bcp,Valentine Le Lagarde,France,Short Form,372658,107.48,Shadow Man Remastered
u2uvzfjg5j4a0p6dmwye5rny3nt0um5y,Amor Garriga Izquierdo,Spain,Long Form,81149,14.45,Realpolitiks II
v6443ktx6qcaluk87322hr5sosc0whs1,Agnès Lefort de la Wagner,France,LiveStreamer,190608,52.8,Satisfactory
werkccuj3990iuc76h96d1peu6ytmeam,Helge Hellström,Sweden,LiveStreamer,39311,12.64,Curse of the Dead Gods
o006bjskifswcv27e030n4h9yk62r8vl,Florinda Cañas Folch,Spain,Blogger,55759,8.45,Garden Story
3mlnpsf9tahpgive0gnfet3a525drdar,Eric Cooper,United States,Short Form,25342,6.61,Genesis Alpha One Deluxe Edition
nl0f43iqqc9idmrwicrp3zfpn1bbmfjp,Thomas Hussain-Bryan,United Kingdom,Long Form,2915402,902.44,The Division 2 Standard Edition
01etms8shrdjkv58ysb25odtkew4enix,Tymon Tywoniuk,Poland,Long Form,521107,105.3,The Flower Collectors
3vp8qsm7bxk3zaa74qspi0gumitg5kh2,Joe Page,United States,Long Form,172820,27.38,The Jackbox Party Pack 8
pgf1v2f0j72wzuqug8dihnlj2mwox5pj,Paride Gentilini,Italy,Long Form,822772,217.14,RiMS Racing
oy0gm70bo3hpkr5jh61h8x4wl278imjk,Gregory Wiggins,Australia,LiveStreamer,42774,12.68,Worms Rumble
w38g4ud8km5vhdkn14yo7kl4qdrwd1z7,Eshana Iyengar,India,LiveStreamer,30210,3.12,The Uncertain: Last Quiet Day
o695itdnujeorevbgg5nf2q0cz2uawlf,Ing. Anke Bolnbach,Germany,Short Form,4534,1.08,The Vanishing of Ethan Carter
7pp7ko2lchhcc5zsnpi53ry0z9yjg6qo,Brenda Vaughan,Australia,LiveStreamer,2819,0.87,Darksiders II Deathinitive Edition
dvocro1155qkwp2yjoj2zt08j1bbd8ck,Kang Min-jun,South Korea,Long Form,464273,189.21,Wytchwood
6v113yzkymb9xjqi4szx79yskb1qsjr7,Laura Tomei,Italy,LiveStreamer,225388,53.43,MechWarrior 5: Mercenaries Standard Edition
v3e0p3qfkqzlbgr1ow4p4hj0el2ufrv8,Sarah Gates,United States,Long Form,28236,8.87,Whispers of a Machine
zp2g282z3lm1bs7be85o4rca70nbv9mt,Armida Zurita Cervantes,Spain,LiveStreamer,96480,36.11,World of Warships
nerg4yfoxjj78964utgnd2meifnzputj,James Bradley,United States,LiveStreamer,11615,4.85,State of Decay 2: Juggernaut Edition
gev3lfy5u0i1bv7gsf6k9kohd5mhbcig,Watanabe Akira,Japan,Long Form,52691,6.69,Marvel's Guardians of the Galaxy
gxfioks4a6y4nmnm0byyj205ok2as3vb,Olivia Mitschke,Germany,LiveStreamer,329880,178.64,Anno 2205 - Standard Edition
aydwkhosmc3aipbewmo9t6rqpj6vb44n,Anvi Halder,India,LiveStreamer,68872,20.82,Secret Government
jr76m37y08jyhlioiq83ees1y1bw6clf,Jason Cole,United States,Long Form,562345,175.82,Legend of Grimrock
ytf05w4zrmimbu0yvzi7ijimpb0w72as,Leonard Joseph,United States,Blogger,13442,2.93,Super Squad
akst1fjdbhyim0t0ua6p9wxqprzqqgi5,Letícia Melo,Brazil,Short Form,8857,1.59,Aztez
2p5jg6v39hmcr32pir2yjkd9ucegyua4,Han Ji-woo,South Korea,Short Form,139944,17.96,PC Building Simulator
smtc0d6qj2onveox3akv62zllt99i7zf,Mrs Helen Joyce,United Kingdom,LiveStreamer,6336,2.47,Next Up Hero
zdc026zo3zg5oj076b9ks1g4kt089lw8,Sato Yumi,Japan,Long Form,1118,0.36,Shadowrun Hong Kong - Extended Edition
agy1e6wwi825dnzihsq8lh1tbgkosug8,Graeme Phillips,United Kingdom,LiveStreamer,629788,127.32,Tales from the Borderlands
678nlv4mjg3sndoe7c9nvquzg602dffy,Takahashi Naomi,Japan,LiveStreamer,211151,64.52,JETT: The Far Shore
t5xv55aaaaooqymxrwofbqda2pev6fll,Sebastian Kusek,Poland,LiveStreamer,209817,79.38,Discord
r4v4pcn6fcsxw3maqtiu3xx91v7dcwz6,Bachittar Varghese,India,LiveStreamer,222764,79.33,Super Squad
elorz3wzdsb5xojd7xr49v7jnr0drvcn,Dayamai Karnik,India,Short Form,16131,4.03,Metro Exodus Standard Edition
vmolpg2n2pjuv5p6nia4jxph7wgs9a3x,Chandran Goyal,India,Long Form,4612,0.47,Comanche
24wjt8hdpwvbz7cn0eqwmi6kti221xj7,Leigh Wright,United Kingdom,Long Form,42119,11.07,WRC 10 FIA World Rally Championship
u0r7g0sgq9werx6tp9qopwsuqfqng89v,Sato Hiroshi,Japan,Short Form,41647,6.6,Back 4 Blood: Standard Edition
nveoezn9y9zmz4zkxnayhyrcz9n4y47y,James Robinson,Australia,LiveStreamer,145290,68.17,Shenmue III - Standard Edition
r0m6hz72kxsjzsb6zwkhe9i0hn3f9zxq,Ing. Maria-Theresia Kühnert B.Sc.,Germany,Long Form,8486,1.18,Axiom Verge 2
9k235pkasjoph3q35ltqgknfzkeq1gh7,Celestina de Mascaró,Spain,Blogger,4156869,332.18,Asteroids: Recharged
0ox2g8uc7xh7juolsy7rw78irkzdpndt,Jung Min-seo,South Korea,Short Form,55398,5.62,Close To The Sun
2tnheyr8lnoemqgy27vylienfnvuprt7,Amy Valdez,Australia,Long Form,95413,23.99,A Total War Saga: TROY
b1s8yrgwocax7vic26w31d6k6qxsk33x,Gabriel Turpin-Ferrand,France,Short Form,9286698,1620.85,Skate City
7r1gjupmtkz2izh9mrx4kaaynm0nd5v5,Ms Wendy Morris,United Kingdom,LiveStreamer,30488,7.09,FUSER™
zdvdhw7vbrpnz5hvr6o3ds6wb2l6oprk,Rebecca Smith,Australia,Short Form,39610,5.89,Little Inferno
fgwo1jjobbms2vlat4rbpwel6bxy3695,Calebe Rios,Brazil,Short Form,7445924,925.13,Into the Breach
i8np9ivd5ow4v6rh3mfp7xuj7equmil2,Bradley van der Smeede,Netherlands,Short Form,7695742,1392.91,RimWorld
bhoz4s9z368qolqulftuasncp6ojtfag,Marianna Boś,Poland,Blogger,44843,5.36,Valiant Hearts: The Great War
el5cvrcajgjv9uptlz1dmnemizh7duck,Diana Myers-Smith,United Kingdom,LiveStreamer,236326,100.04,Ghost Recon Future Solider: Ultimate Edition
8ske5ntxybz9m7sae5i9eq5qftsgqol3,Richard Vasquez,United States,LiveStreamer,42860,11.11,PC Building Simulator
z6jztua2u9kcjnsf6uehm5krvq4oh4di,Veda Bhavsar,India,Short Form,1294,0.22,"Neko Ghost, Jump!"
vbytr7s8889r5v5wp70f4kcypnl292yn,Felicidad Porcel Agustín,Spain,Short Form,72159,12.79,FINAL FANTASY VII REMAKE INTERGRADE
fl42vlbfj06ds8fl2wbz8w8a5k8xeh8g,María Pilar Merche Mayo Verdugo,Spain,Short Form,8560,2.11,Far Cry 6 Standard Edition
5f07b1ijiys2n75bxd8wj0uunnv6cj9i,Aleksander Staś,Poland,LiveStreamer,156390,41.17,Knight Squad 2
b7p94tyoczr0v463p13nuynudi3j5nqt,Mr Damian Lambert,United Kingdom,Blogger,3944217,533.27,Railway Empire
sfr5hgqgp1zqd54agcstnpezikm3mvdz,Gastone Interiano,Italy,Blogger,69334,7.97,UNO Standard Edition
rut9c4qlo9fik47emdofg6jc86xaj0q4,Takahashi Sakura,Japan,LiveStreamer,41437,10.39,Partisans 1941
3k2n74q9my338m138f5j2mlnkuv8wxsq,Juliette Renault,France,LiveStreamer,93734,32.44,Grindstone
qhlq32a8e9ftkgwug8pvxgm68ebt3jd6,Yamamoto Yuki,Japan,Short Form,233946,30.7,Chronos: Before the Ashes
qviy91kjdifvjjz8f3u1y90b6870vjo0,William Olsson,Sweden,LiveStreamer,661393,100.0,Faeria
iclw2wz8em2bga7scpav7qa80ehapwpx,Mrs Beverley Taylor,United Kingdom,LiveStreamer,185181,88.93,Tetris® Effect: Connected
i1nl41notkni8kyk5dhoerd6in03x7vp,Monique Dupuy de la Dos Santos,France,Short Form,9421428,1787.49,Chicken Police - Paint it Red!
7r97rqqio1qlml5h6sw3zh1zdbnhlh3t,Takahashi Yuki,Japan,Long Form,231181,54.48,WRC 9 FIA World Rally Championship
hdfjyntawyoge6ctdb6lrtlpz1ia2gar,Margot Gomes-Pottier,France,Blogger,49172,12.11,The Solitaire Conspiracy
xp0b6qhmpyfxf77eu8zhffi133sw0bkn,Dana Lindsey,United States,Long Form,37435,10.06,Trackmania
c3j7gko9fcfv0qxklr50yei7c9cun725,Nicole Atkinson,Australia,Long Form,300176,58.79,Supraland
svg0losuumysigmg55ct9dnguj7x9ru7,Dr. Victoria Birnbaum B.Sc.,Germany,Short Form,94647,24.35,Hamsterdam
pbcy6kgjib8whfahoxjbv9m10favhyse,Kwon Min-jun,South Korea,Short Form,498698,88.18,South Park™: The Stick of Truth™
72ujz4n1xl8yrr4ckcekklmszclm4f8f,Ingegärd Johansson,Sweden,LiveStreamer,41560,18.28,Ashwalkers
8d09jrd4hqfghdiluvnhdczp0nwntj5r,Kobayashi Yuko,Japan,Long Form,22107,2.55,Pascal's Wager: Definitive Edition
wafftouhylu6k7p9mda9oekntbz3m55i,Charvi Ravi,India,Blogger,234084,21.13,The Binding of Isaac: Repentance
rjlyqz11mylqjjbfsa5uzlzukzyf2ev4,Marcello Ubaldi,Italy,LiveStreamer,17862,4.97,Shadow of the Tomb Raider: Definitive Edition
n7uyi005im2ctyfkkpd4b86zu042dwzu,Claudia Rodriguez,United States,Long Form,8230899,1741.62,NBA 2K21
fswpy6efidxwihdrg8ygj9ks1k0dh3ei,Park Min-jun,South Korea,LiveStreamer,37550,17.26,Arise: A Simple Story
bytxza43holdu7jpmmqzadwajgf00hhe,Ligia Ros Cabezas,Spain,Short Form,170811,31.86,Ancient Enemy
4u8in2bhyaq6o60db5a3zr5px6b4626s,Kobayashi Kaori,Japan,Short Form,223476,30.83,Next Up Hero
9q35fyn8vir5dwusm8h3bwdgb80w66mi,Glenda Stout,United States,Long Form,61622,20.35,Missile Command: Recharged
j6iugovjaxob2htz53rcfj9j9lxj9j8u,Carol Harrison,United Kingdom,Long Form,187163,20.16,Teamfight Tactics
feuy5bfygou3hpf15wr99zzcraxy6des,Ana Beatriz Cavalcanti,Brazil,Short Form,32400,4.71,Lovecraft's Untold Stories
7ymqho8155pqy3rdlykfx8wb80nr53f5,Sato Yuko,Japan,Blogger,4931438,471.96,The Life and Suffering of Sir Brante
zsd2x26i7jxn69k5tmc0pg87xvl1ijol,Graham Allen,United Kingdom,Blogger,29077,4.5,Scarlet Hood and the Wicked Wood
j8ir47fe3wx2qxq9kyldpvecndk5ok40,Watanabe Hiroshi,Japan,Short Form,41386,10.71,Ghost Recon Breakpoint Standard Edition
jqerxz135mmeqljzqarugxfeqesxuvyg,pan Maksymilian Ludwisiak,Poland,LiveStreamer,2022,0.68,Jetboard Joust
679hu27rt9xvwzvjvpqurcsn0n2mkikj,Gregory Howard,United States,Blogger,20052,1.42,Sakuna: Of Rice and Ruin
jn2e6xljkfcqjukurk1ctzgwkidnfe9o,Aarav Kala,India,Short Form,247246,28.25,OUTRIDERS
uad2mlfqz93ptx4wuz4ggn9v2p3fblos,Arunima Chand,India,LiveStreamer,2496305,560.41,OMNO
za6n9y7wmpeqtmbmeawlo7eiguzhq6aj,pani Anita Denkiewicz,Poland,Long Form,10830,3.23,Dead Age 2
2jmzrvcf7c8t3lhx1jy9dgmszvmm3hrv,Ilija Sorgatz,Germany,Long Form,175009,54.54,Disaster Report 4: Summer Memories
x9xdvpetfmv787n0barht4yzell8b29h,Rudra Varma,India,Short Form,440058,64.67,Carto
ov32mhhky27egd1e1308fih4zh6atjrv,Kim Hye-jin,South Korea,LiveStreamer,226310,98.77,Expeditions: Rome
qbuyoan8rfv7wt5b3yp02bf0v747oesr,Ito Kenji,Japan,LiveStreamer,124173,47.65,The Forgotten City
4rpof0m7kp8pi23b878ywbn4sdgktpw4,Yasmin Cant,Netherlands,Short Form,852071,199.63,Little Big Workshop
b0k4uu8dpdcp91ys0uxwnit3qvdm6mvi,Juan José Donaire Andrade,Spain,Short Form,4540115,359.9,while True: learn()
ho3g839jy193at6mdvbo10ggov1crmgv,Park Dong-hyun,South Korea,Blogger,437220,30.13,Curse of the Dead Gods
xkf4f84ytim10e9p7wya85sbypv1tchu,Choi Min-jun,South Korea,Short Form,7376605,1093.44,One Hand Clapping
dq6fbwcfx6k9m1d0rieishwmmjn52hzz,Kayla Brown,United States,Long Form,90374,31.48,Dream Engines: Nomad Cities
y0j5xua2e04xnwgn13nf1oglovj4x16i,Crystal Hill,United States,LiveStreamer,24272,10.37,Axiom Verge 2
vuph25akc6owip2yaltlfy0gogyv9utt,Gabriela Camargo,Brazil,Long Form,4597,0.88,CORRUPTION 2029
3xphx2kbvsigbiaf92movs0cdk36m8jv,Claudine-Philippine Rodriguez,France,Long Form,453975,106.33,Tom Clancy's Ghost Recon Wildlands Standard Edition
gm87z655pfdigk4vnnskzbviso8hmovz,Eduarda da Costa,Brazil,Long Form,222046,24.56,Tomb Raider GAME OF THE YEAR EDITION
73l9cmcjwq6vxn9hsf97k7gtgz33g6ul,Cho Hye-jin,South Korea,Long Form,235373,32.41,Conan Exiles Modkit
26ja50udftebyr4sxr94btfbo17eqnaq,Frau Antonina Hentschel MBA.,Germany,Short Form,43068,5.46,Surviving Mars
8o1bj9rm7pyxdw2zcfzw0ldalmjegqto,Tanish Zacharia,India,Long Form,277538,49.49,Haven
r6snglh62c9t199dxj37c9h42m44gv3z,Dra. Raquel Cassiano,Brazil,Short Form,39768,6.47,Rescue Party: Live!
z3q0ewlc4h6tvd1zodxrk6c2ja3anjkf,Kato Sakura,Japan,Short Form,21046,2.1,Rogue State Revolution
kcvjxzdvyb4xz3mskzo3i9lliffcvedq,Allan Gunnarsson,Sweden,Short Form,89146,10.14,Pumpkin Jack
ljwyxuqhisswuelwa5t2uy3ohi1nsr7e,Edgardo Ricart Buendía,Spain,Short Form,958659,62.08,Loop Hero
zzw6b2klvhn4ozodil01av2r2a95c434,Aleksej Cichorius,Germany,Short Form,74819,13.0,Surviving the Aftermath
awvpivgwtwdsgztz1dszzzxmhbw6ommr,Russell Harper,Australia,Long Form,7401,2.48,The Fabled Woods
ikglhvtlosg4abfosornjoa8ubq510b0,Jordan Nelson,United States,LiveStreamer,29444,13.45,The Sojourn
o1g1iqc72jfb527qht1ce17tzf3glv2z,Evangelos Rust,Germany,LiveStreamer,22664,7.82,Kena: Bridge of Spirits
662jzvbyhj038pz6hmie6t8y1n9mcbn6,Aurelia Rajda,Poland,LiveStreamer,40696,12.93,Cartel Tycoon
j7e6l6fgkxrmk7smzp34qaj454cgqz21,Kyle Clark,United States,LiveStreamer,422507,251.65,Chorus
i8hiurgo9pv7q40xcesrtb8cqyonvuhx,Christopher Lee,United Kingdom,Short Form,4590,0.79,Aztez
p9rrdmkunifjondtwltwawzxfhhvpake,Erik Carr,United States,Short Form,2308,0.47,Gamedec
9ln1p0vuh17j8qo09vs9kkh4a3yjtu7f,Mohini Narasimhan,India,Long Form,3473,0.46,Aven Colony
f1bdshc98250az7llommw4gh8p9lvewt,Takahashi Yuko,Japan,Short Form,34731,4.34,Dead Cells
9y57kqv9krbokkbnubswlcef5ityphtk,Sig.ra Melania Serao,Italy,Short Form,39305,4.29,Marvel's Guardians of the Galaxy
0m93xpn8zkuvgy6wizx5h4uo3zun9gh6,Júlia Moreira,Brazil,Short Form,33084,4.74,Scavengers
7myf01nwq1fttt1vdy3v83mcymu0zj4o,Jessica Robinson,United States,Short Form,126863,36.11,Let's Build A Zoo
m32wp7iyf0d0iwf3km2kql0ht1tw9zyn,Ayaan D’Alia,India,Blogger,9838223,1441.14,The End is Nigh
7fy3fmd6xkhr40bz0pabwyj5km9du1ut,Élise Nicolas,France,Short Form,30106,7.87,A Plague Tale: Innocence
y476rrf2hnqcjzoy08wpbfo8x83j6z3m,Anica Kobelt,Germany,Short Form,8525988,1708.54,Yooka-Laylee and the Impossible Lair
r2r6wssk4w0w5qudkvq84pxw7v6giz2d,Srta. Bella Gomes,Brazil,Short Form,191272,23.79,Hello Neighbor: Hide and Seek
gsf0eu2kmm262mtmayc1q9ugq4jk5xt6,Amor Carro Marín,Spain,Long Form,138965,34.32,The Medium
etljnpgl9wgazyr89gapas0iltxljqwz,John Shelton,United States,Long Form,5223,1.37,The Witness
z26dthhe779z5pkwthgcy7ly1veqt8b5,Amalia Chico Ibarra,Spain,Short Form,110205,16.54,Old World
xw0sqgovxlcm4y2wngqohoabed5rb8mg,Jennifer Wells,United Kingdom,Short Form,3980,0.81,Jetboard Joust
jraybxfzyxoffgech2k3xaoa8nquy2b0,Leopoldo Pertile-Boldù,Italy,Short Form,761697,99.3,Surviving Mars
n5s1w9tq1a0xdcppocbdmr3aum4se5lb,Kato Akira,Japan,LiveStreamer,3123076,1152.01,Diabotical
7zydbolmxf2haqaledzlekqxxo1aplfa,Josette de la Rocher,France,LiveStreamer,44529,19.95,Disaster Report 4: Summer Memories
hlajd4822tiy5htv9wiq6rl7painwny5,Elizabeth Miller,United Kingdom,Long Form,36378,7.26,Werewolf: The Apocalypse – Earthblood
9u772ns8erkd0rngct2xfdzoejfvrscb,Irmengard Mentzel,Germany,Short Form,991483,185.38,Aquanox Deep Descent
fpjte93ipqbit6kxpxsgg24vva06wjlb,Aahana Keer,India,LiveStreamer,635027,138.08,Opera GX - The First Browser for Gamers
o821cgrwji0qei83h05p69dc2pph3scu,Sabine Mary,France,Short Form,99199,32.7,Metro Exodus Standard Edition
9ttkyxadhiyuhwyqanns5qmlcli3d3sc,Alain Coste,France,Short Form,708977,76.15,Doki Doki Literature Club Plus!
bup2t1xyirxfjqa2qr5vpwnhcdoiibfb,Rishi Chopra,India,Long Form,3584453,925.69,Industries of Titan
efwjjo22l01xnxjus1bjhvekmze9uj0r,Alison Robson,United Kingdom,Blogger,11110,2.01,Redout: Space Assault
t0q41dpypsmg7i7258k7quu635jyw3ci,Suzuki Yuki,Japan,Long Form,803548,192.73,Vigil: The Longest Night
1208wu55c5wbqalha8oqigmtq0hizo25,Jacob Venkatesh,India,Long Form,603686,73.26,RimWorld
ohdg4wei2vmav94peh9hrp3w1bxdzlpq,Sofia Vasconcelos,Brazil,LiveStreamer,25142,5.37,Worms Rumble
j50nsugkpi7gcwjb5c5xiuiwd6x6yyyb,Stephanie Taylor,United States,Blogger,215870,31.21,DCL The Game - Track Editor
lhr9za3mi7sufah4ba6vnt6o4rslnmmw,Lee Dong-hyun,South Korea,Long Form,959307,357.71,Among the Sleep - Enhanced Edition
mpm675bnkafpcxede4nabh41m4i299ij,Olivia Monteiro,Brazil,Blogger,168235,15.84,Battle Chasers: Nightwar
zta72ljh4imk5i5mpa13sthn1lg0t9nl,Jerry Gilmore,United States,Short Form,2590,0.39,Far Cry®3 Standard Edition
cjt86lypp3fzmsnwqfxnm4yo6uay6ufx,Margaret Harris,United States,Long Form,622786,148.45,Lost Words: Beyond the Page
jzk3o292b8poxiotw2rhh9nltvyukt5b,Galasso Bova,Italy,Short Form,24057,4.04,SpellForce 3 Reforced
x51tdimm5ccpyqzjcgei9mzdkvfejy2y,Tina Basso,Italy,LiveStreamer,5173,2.18,Bad North
l2fa4p3iwx7iy0iq8ffse0udjy9nshf5,Gesa Mielcarek,Germany,Long Form,921819,324.14,Next Up Hero
7dyvgdgfwmqx327ycif8r2bc9r4x1v4d,Heather Fields,United States,LiveStreamer,936612,347.58,Vampyr
3r483zemwgujwchznrvnt2n34zn2og4v,Eric Silva,United States,Blogger,703548,77.91,Gone Home
hpi796v44jzj4kn2lwqv1ur1pymmm45g,Sato Yuko,Japan,Long Form,40359,15.28,Discord
ppbqew25e110tvs5izedl7tj2c8rl2h7,Derek Evans,United States,Blogger,176601,17.59,Black Book
67xwlr5c2mqycm1725c1vzfcgtpkyv71,Michelle Lewis,United States,Short Form,253719,31.85,3 out of 10: Season Two
6fk7w584t4wcnw2hup8avs87nfcdi3e9,Laetitia Leclerc de la Bernard,France,LiveStreamer,48007,13.2,FINAL FANTASY VII REMAKE INTERGRADE
yobtpu5i30484y9yv8b80c3bx6ib3stv,Watanabe Takashi,Japan,Long Form,151665,40.3,Trials Evolution: Gold Edition
wl61a87xnvnddd2n3kc892majujj4606,Matthieu-Jules Letellier,France,LiveStreamer,739497,129.26,SnowRunner
e6kr918s0hcn1d53i0qaoyrxxo1id2cp,Lee Seo-yeon,South Korea,Short Form,39684,5.49,Baldur's Gate II: Enhanced Edition
zzdrc9r8lvuobwe7k3y0uqaul4rcblsp,Jade Robson,United Kingdom,Short Form,150524,29.95,MONOPOLY® PLUS
4lpim5o02bcchbfxjzcilicmzd5ta1wn,Maryse Bernier,France,LiveStreamer,78958,18.52,Blaster Master Zero 3
sqvrwjt9i3kjsgs189ubfeyavzjitort,Maria Eduarda Fogaça,Brazil,Blogger,44111,4.89,Marvel's Guardians of the Galaxy
duua62rrb8sdifuh82qcfreilzf4qw2f,Estela Leire Llobet Tudela,Spain,Long Form,15441,4.19,Itch.io
706lglguqdveab7u7gf1384baxy8qege,Kristin Huerta,United States,Long Form,43463,13.5,STAR WARS™ Battlefront™ Ultimate Edition
5yn1lipuxspgkm998srz3dfuwkg9ltll,Janet White,United Kingdom,Long Form,12018,2.34,Moonlighter
p2kqi3b8o1pweyf5g52s8w9jnk5uxrje,Mark Edwards,United States,Blogger,314021,50.35,Helium Rain
